stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
12123,12123,"Marronnier",,48.4501003099,7.46115008585,,,1,,,
700A,700A,"Marronnier",,48.4499999,7.4612001,,,0,12123,,
700R,700R,"Marronnier",,48.4501999,7.4611,,,0,12123,,
12129,12129,"Tilleul",,48.6815991253,7.65500010885,,,1,,,
103A,103A,"Tilleul",,48.6819999,7.6549,,,0,12129,,
103R,103R,"Tilleul",,48.6811999,7.6551,,,0,12129,,
12153,12153,"Ancienne Gare",,48.4607006859,7.4339002303,,,1,,,
746A,746A,"Ancienne gare",,48.4606999,7.4339,,,0,12153,,
746R,746R,"Ancienne gare",,48.4606999,7.4339,,,0,12153,,
12159,12159,"route de Strasbourg",,48.3332492502,7.68099991095,,,1,,,
5670A,5670A,"Route de Strasbourg",,48.3334998,7.6813,,,0,12159,,
5670R,5670R,"Route de Strasbourg",,48.3329999,7.6807001,,,0,12159,,
12160,12160,"Salle des Fêtes",,48.3327004178,7.6783996375,,,1,,,
92R,92R,"Salle des fêtes",,48.3326999,7.6784,,,0,12160,,
12174,12174,"Bellevue Château",,48.7297999,7.7165001,,,1,,,
5018R,5018R,"Bellevue Château",,48.7297999,7.7165001,,,0,12174,,
12175,12175,"Bellevue Romains",,48.7286999,7.7159,,,1,,,
5020A,5020A,"Bellevue Romains",,48.7286999,7.7159,,,0,12175,,
12178,12178,"Complexe de loisirs",,48.7455399,7.6930478,,,1,,,
5673A,5673A,"Complexe de loisirs",,48.7450999,7.6926001,,,0,12178,,
5673R,5673R,"Complexe de loisirs",,48.7448999,7.6929001,,,0,12178,,
12180,12180,"General Duport",,48.7327999,7.7031001,,,1,,,
5755A,5755A,"General Duport",,48.7329999,7.7027,,,0,12180,,
5755R,5755R,"General Duport",,48.7325999,7.7035001,,,0,12180,,
12198,12198,"Diebach RD824",,48.63040027965,7.40555002615,,,1,,,
972A,972A,"Diebach RD824",,48.6302999,7.4055,,,0,12198,,
972R,972R,"Diebach RD824",,48.6304999,7.4056001,,,0,12198,,
12201,12201,"Cimetière Niedergasse",,48.5854997618,7.51109989665,,,1,,,
558A,558A,"Cimetière Niedergasse",,48.5853998,7.5111,,,0,12201,,
558R,558R,"Cimetière Niedergasse",,48.5855998,7.5111001,,,0,12201,,
12202,12202,"Place de l'église",,48.58619984115,7.50660017345,,,1,,,
559A,559A,"Place de l'église",,48.5860999,7.5067,,,0,12202,,
559R,559R,"Place de l'église",,48.5862998,7.5065,,,0,12202,,
12212,12212,"Mairie",,48.4488325,7.5465347,,,1,,,
732A,732A,"Mairie",,48.4486999,7.5466001,,,0,12212,,
732R,732R,"Mairie",,48.4488999,7.5465,,,0,12212,,
12219,12219,"Brasilia",,48.62974956225,7.6731998667,,,1,,,
109A,109A,"Brasilia",,48.6296999,7.6733001,,,0,12219,,
109R,109R,"Brasilia",,48.6297999,7.6731001,,,0,12219,,
12221,12221,"Salle polyvalente",,48.6324491236,7.66964999245,,,1,,,
113A,113A,"Salle polyvalente",,48.6322999,7.6693,,,0,12221,,
131R,131R,"Salle polyvalente",,48.6325999,7.6700001,,,0,12221,,
12227,12227,"Place Martzloff",,48.8668591,7.1931107,,,1,,,
2021A,2021A,"Place Martzloff",,48.8668982,7.1931,,,0,12227,,
2021R,2021R,"Place Martzloff",,48.8668982,7.1931,,,0,12227,,
12234,12234,"Centre",,48.5288002918,7.5936998554,,,1,,,
625A,625A,"Centre",,48.5287999,7.5937001,,,0,12234,,
625R,625R,"Centre",,48.5287999,7.5937001,,,0,12234,,
12247,12247,"Bischofslaeger",,48.6276997149,7.3315002213,,,1,,,
3A,3A,"Bischofslaeger",,48.6276999,7.3315001,,,0,12247,,
3R,3R,"Bischofslaeger",,48.6276999,7.3315001,,,0,12247,,
12249,12249,"Engenthal-le-Bas",,48.63449936685,7.30584998315,,,1,,,
9A,9A,"Engenthal-le-Bas",,48.6343999,7.3058,,,0,12249,,
9R,9R,"Engenthal-le-Bas",,48.6345999,7.3059001,,,0,12249,,
12250,12250,"Engenthal-le-Haut",,48.6269997301,7.3047003407,,,1,,,
10A,10A,"Engenthal-le-Haut",,48.6271999,7.3051001,,,0,12250,,
10R,10R,"Engenthal-le-Haut",,48.6267999,7.3043001,,,0,12250,,
12252,12252,"Freudeneck",,48.63029953525,7.33550016855,,,1,,,
12A,12A,"Freudeneck",,48.6301999,7.3356001,,,0,12252,,
12R,12R,"Freudeneck",,48.6303999,7.3354,,,0,12252,,
12253,12253,"Impasse des Huttes",,48.6137491226,7.3083500394,,,1,,,
976A,976A,"Impasse des Huttes",,48.6137999,7.3084001,,,0,12253,,
976R,976R,"Impasse des Huttes",,48.6136999,7.3083,,,0,12253,,
12254,12254,"Impasse des sapins",,48.6097493607,7.30890016475,,,1,,,
975A,975A,"Impasse des sapins",,48.6097999,7.3090001,,,0,12254,,
975R,975R,"Impasse des sapins",,48.6096999,7.3088001,,,0,12254,,
12255,12255,"Schneethal",,48.6196507103,7.30530007615,,,1,,,
977A,977A,"Schneethal",,48.6196999,7.3054001,,,0,12255,,
977R,977R,"Schneethal",,48.6195999,7.3052001,,,0,12255,,
12261,12261,"Stade",,48.5601999843,7.56615004395,,,1,,,
632A,632A,"Stade",,48.5601999,7.5663001,,,0,12261,,
632R,632R,"Stade",,48.5601999,7.566,,,0,12261,,
12266,12266,"Centre hospitalier",,48.4279990633,7.6834001345,,,1,,,
783A,783A,"Centre hospitalier",,48.4279999,7.6834,,,0,12266,,
783R,783R,"Centre hospitalier",,48.4279999,7.6834,,,0,12266,,
1005A,1005A,"Centre hospitalier 263",,48.4279999,7.6834,,,0,12266,,
1005R,1005R,"Centre hospitalier 263",,48.4279999,7.6834,,,0,12266,,
12267,12267,"Centre medico-social",,48.42620013435,7.65880018825,,,1,,,
782A,782A,"Centre médico-social",,48.4257999,7.6588,,,0,12267,,
782R,782R,"Centre médico-social",,48.4265999,7.6588,,,0,12267,,
5759A,5759A,"Centre medico-social",,48.4257999,7.6588,,,0,12267,,
5759R,5759R,"Centre medico-social",,48.4265999,7.6588,,,0,12267,,
12268,12268,"Collège Romain Rolland",,48.4220993096,7.6539999229,,,1,,,
785A,785A,"Collège Romain Rolland",,48.4220998,7.654,,,0,12268,,
785R,785R,"Collège Romain Rolland",,48.4220998,7.654,,,0,12268,,
12270,12270,"Filature",,48.4196001695,7.6641997758,,,1,,,
787A,787A,"Filature",,48.4195999,7.6642,,,0,12270,,
787R,787R,"Filature",,48.4195999,7.6642,,,0,12270,,
12272,12272,"Krafft Eglantines",,48.41884964415,7.70109987065,,,1,,,
809A,809A,"Krafft-Eglantines",,48.4188999,7.7012001,,,0,12272,,
809R,809R,"Krafft-Eglantines",,48.4187999,7.701,,,0,12272,,
12274,12274,"Krafft-Stade",,48.42384946595,7.69924992085,,,1,,,
811A,811A,"Krafft-Stade",,48.4238999,7.6994,,,0,12274,,
811R,811R,"Krafft-Stade",,48.4237999,7.6991,,,0,12274,,
12275,12275,"Krafft-Zone artisanale",,48.41215018585,7.7049000559,,,1,,,
256A,256A,"Krafft-Zone artisanale",,48.4120999,7.7048,,,0,12275,,
256R,256R,"Krafft-Zone artisanale",,48.4121999,7.7050001,,,0,12275,,
12276,12276,"Lycée Agricole",,48.4210507237,7.6478503386,,,1,,,
5661A,5661A,"Lycée Agricole",,48.4208999,7.6484,,,0,12276,,
5661R,5661R,"Lycée Agricole",,48.4211999,7.6473001,,,0,12276,,
12277,12277,"Lycée Marguerite Yourcenar",,48.4228991061,7.6502001219,,,1,,,
791A,791A,"Lycée Marguerite Yourcenar",,48.4228999,7.6502,,,0,12277,,
791R,791R,"Lycée Marguerite Yourcenar",,48.4228999,7.6502,,,0,12277,,
12278,12278,"Niedertor",,48.4288998993,7.6604503973,,,1,,,
5662A,5662A,"Niedertor",,48.4288999,7.6607001,,,0,12278,,
5662R,5662R,"Niedertor",,48.4288998,7.6602,,,0,12278,,
5760A,5760A,"Niedertor",,48.4288999,7.6607001,,,0,12278,,
5760R,5760R,"Niedertor",,48.4288998,7.6602,,,0,12278,,
12279,12279,"Place de l'Obertor",,48.4210999,7.6584,,,1,,,
784A,784A,"Place de l'Obertor",,48.4210999,7.6584,,,0,12279,,
784R,784R,"Place de l'Obertor",,48.4210999,7.6584,,,0,12279,,
5758A,5758A,"Place de l'Obertor",,48.4210999,7.6584,,,0,12279,,
5758R,5758R,"Place de l'Obertor",,48.4210999,7.6584,,,0,12279,,
12282,12282,"Striegel",,48.4077996187,7.6981002232,,,1,,,
794A,794A,"Striegel",,48.4077999,7.6981,,,0,12282,,
794R,794R,"Striegel",,48.4077999,7.6981,,,0,12282,,
12283,12283,"Sucrerie",,48.4079991404,7.6889999677,,,1,,,
795A,795A,"Sucrerie",,48.4079999,7.689,,,0,12283,,
795R,795R,"Sucrerie",,48.4079999,7.689,,,0,12283,,
12284,12284,"CFA",,48.4840004975,7.7295001313,,,1,,,
796A,796A,"CFA",,48.4839999,7.7295001,,,0,12284,,
796R,796R,"CFA",,48.4839999,7.7295001,,,0,12284,,
12287,12287,"Cerisiers",,48.63569993905,7.5430499462,,,1,,,
326A,326A,"Cerisiers",,48.6356999,7.5433,,,0,12287,,
326R,326R,"Cerisiers",,48.6356999,7.5428001,,,0,12287,,
12288,12288,"Village",,48.63920030635,7.5742998433,,,1,,,
55A,55A,"Village",,48.6392999,7.5743,,,0,12288,,
55R,55R,"Village",,48.6390999,7.5743001,,,0,12288,,
12295,12295,"Mairie",,48.30959901085,7.67044992665,,,1,,,
799A,799A,"Mairie",,48.3095999,7.6706001,,,0,12295,,
799R,799R,"Mairie",,48.3095999,7.6703001,,,0,12295,,
12304,12304,"Viridis",,48.61030005405,7.55944972035,,,1,,,
30A,30A,"Viridis",,48.6100999,7.5602,,,0,12304,,
30R,30R,"Viridis",,48.6104998,7.5587,,,0,12304,,
12310,12310,"Alsace Lorraine",,48.3834506277,7.7074503215,,,1,,,
800A,800A,"Alsace Lorraine",,48.3833999,7.7076001,,,0,12310,,
800R,800R,"Alsace Lorraine",,48.3834999,7.7073,,,0,12310,,
12311,12311,"Cité EDF",,48.38509950135,7.7178497945,,,1,,,
801A,801A,"Cité EDF",,48.3849999,7.7181001,,,0,12311,,
801R,801R,"Cité EDF",,48.3851999,7.7176001,,,0,12311,,
12314,12314,"Place de la Fontaine",,48.38294936685,7.69819995255,,,1,,,
5731A,5731A,"Place de la fontaine",,48.3828999,7.6979,,,0,12314,,
5731R,5731R,"Place de la fontaine",,48.3829999,7.6985,,,0,12314,,
12318,12318,"Hof",,48.72269974385,7.74675013855,,,1,,,
5024A,5024A,"Hof",,48.7225999,7.7467,,,0,12318,,
5024R,5024R,"Hof",,48.7227999,7.7468001,,,0,12318,,
12322,12322,"Gimbrett - Route de Reitwiller",,48.69335061625,7.6101500329,,,1,,,
51A,51A,"Gimbrett - Route de Reitwiller",,48.6931999,7.6102,,,0,12322,,
51R,51R,"Gimbrett - Route de Reitwiller",,48.6934999,7.6101001,,,0,12322,,
12354,12354,"rue du Chevreuil",,48.8238491,7.792222,,,1,,,
227A,227A,"Rue du chevreuil",,48.8237999,7.7921,,,0,12354,,
227R,227R,"Rue du chevreuil",,48.8238999,7.7923001,,,0,12354,,
12385,12385,"ZI Ampère",,48.6729492837,7.78750017725,,,1,,,
5031A,5031A,"ZI Ampère",,48.6728999,7.7875001,,,0,12385,,
5031R,5031R,"ZI Ampère",,48.6729999,7.7875001,,,0,12385,,
12386,12386,"ZI Europe",,48.67195009185,7.79345025855,,,1,,,
5030A,5030A,"ZI Europe",,48.6716999,7.7932001,,,0,12386,,
5030R,5030R,"ZI Europe",,48.6721999,7.7937,,,0,12386,,
12390,12390,"Eglise",,48.661399762,7.4731998598,,,1,,,
330A,330A,"Eglise",,48.6613998,7.4732,,,0,12390,,
330R,330R,"Eglise",,48.6613998,7.4732,,,0,12390,,
12402,12402,"A l'Aigle",,48.5570867,7.6462514,,,1,,,
635A,635A,"A l'Aigle",,48.5569999,7.6464001,,,0,12402,,
635R,635R,"A l'Aigle",,48.5571999,7.646,,,0,12402,,
12404,12404,"Centre-Marché",,48.5570477,7.6419924,,,1,,,
5749A,5749A,"Centre-Marché",,48.5569999,7.6418,,,0,12404,,
5749R,5749R,"Centre-Marché",,48.5570999,7.6421001,,,0,12404,,
12407,12407,"Rue du Maire Raedel",,48.55890081075,7.64665013405,,,1,,,
639A,639A,"Rue du Maire Raedel",,48.5588998,7.6468001,,,0,12407,,
639R,639R,"Rue du Maire Raedel",,48.5588999,7.6465001,,,0,12407,,
12418,12418,"De Gaulle-Barr",,48.4971506609,7.56905034815,,,1,,,
722A,722A,"De Gaulle-Barr",,48.4970999,7.5689,,,0,12418,,
722R,722R,"De Gaulle-Barr",,48.4971999,7.5692,,,0,12418,,
12419,12419,"Dépôt d'Incendie",,48.4955495871,7.57269984595,,,1,,,
723A,723A,"Dépôt d'incendie",,48.4954999,7.5728,,,0,12419,,
723R,723R,"Dépôt d'incendie",,48.4955999,7.5726,,,0,12419,,
12422,12422,"Garance",,48.60314930105,7.59690011605,,,1,,,
2A,2A,"Garance",,48.6030998,7.5969,,,0,12422,,
2R,2R,"Garance",,48.6031998,7.5969001,,,0,12422,,
12427,12427,"Lavoir",,48.66275007265,7.53755008965,,,1,,,
342A,342A,"Lavoir",,48.6627999,7.5374001,,,0,12427,,
342R,342R,"Lavoir",,48.6626999,7.5377,,,0,12427,,
12428,12428,"Rosiers",,48.65609991975,7.5481500726,,,1,,,
851A,851A,"Rosiers",,48.6560999,7.5482,,,0,12428,,
851R,851R,"Rosiers",,48.6560999,7.5481001,,,0,12428,,
12440,12440,"Centre",,48.65469978625,7.54565023,,,1,,,
850A,850A,"Centre",,48.6547999,7.5457,,,0,12440,,
850R,850R,"Centre",,48.6545999,7.5456,,,0,12440,,
12443,12443,"route de Hangenbieten",,48.5607487,7.5902377,,,1,,,
641A,641A,"Rte de Hangenbieten",,48.5606999,7.5899,,,0,12443,,
641R,641R,"Rte de Hangenbieten",,48.5607999,7.5904001,,,0,12443,,
12488,12488,"République",,48.1666274,7.5449001,,,1,,,
248A,248A,"République",,48.1665999,7.5449001,,,0,12488,,
248R,248R,"République",,48.1665999,7.5449001,,,0,12488,,
12489,12489,"Rue d'Elsenheim",,48.1602999,7.5328001,,,1,,,
247A,247A,"Rue d'Elsenheim",,48.1602999,7.5328001,,,0,12489,,
247R,247R,"Rue d'Elsenheim",,48.1602999,7.5328001,,,0,12489,,
12490,12490,"Joffre",,48.1597371,7.5441878,,,1,,,
249A,249A,"Joffre",,48.1596999,7.5442,,,0,12490,,
249R,249R,"Joffre",,48.1596999,7.5442,,,0,12490,,
12491,12491,"Collège Grégoire de Tours",,48.6190990556,7.4943996164,,,1,,,
5102A,5102A,"Collège Grégoire de Tours",,48.6190998,7.4944001,,,0,12491,,
5102R,5102R,"Collège Grégoire de Tours",,48.6190998,7.4944001,,,0,12491,,
12493,12493,"Kaufhaus",,48.62114971715,7.4885002526,,,1,,,
15A,15A,"Kaufhaus",,48.6210999,7.4884,,,0,12493,,
15R,15R,"Kaufhaus",,48.6211999,7.4886,,,0,12493,,
12498,12498,"Crédit Mutuel",,48.4985997011,7.5731000503,,,1,,,
721A,721A,"Crédit Mutuel",,48.4986999,7.5732001,,,0,12498,,
721R,721R,"Crédit Mutuel",,48.4984999,7.573,,,0,12498,,
12500,12500,"Leclerc-Poterie",,48.68539912515,7.3827501319,,,1,,,
5605A,5605A,"Leclerc-Poterie",,48.6853999,7.3828,,,0,12500,,
5605R,5605R,"Leclerc-Poterie",,48.6853999,7.3827,,,0,12500,,
12501,12501,"Rue du Sindelsberg",,48.6938002763,7.3763502927,,,1,,,
5609A,5609A,"Rue du Sindelsberg",,48.6939998,7.3763,,,0,12501,,
5609R,5609R,"Rue du Sindelsberg",,48.6935999,7.3764,,,0,12501,,
12502,12502,"Zone d'Activités",,48.69754922895,7.37579969505,,,1,,,
5732A,5732A,"Zone d'Activités",,48.6971999,7.3759,,,0,12502,,
5732R,5732R,"Zone d'Activités",,48.6978999,7.3757001,,,0,12502,,
12503,12503,"Croix",,48.4480991759,7.5391499398,,,1,,,
730A,730A,"Croix",,48.4479999,7.5396,,,0,12503,,
730R,730R,"Croix",,48.4481999,7.5387,,,0,12503,,
12505,12505,"Rue Basse",,48.45109924585,7.54745006745,,,1,,,
733A,733A,"Rue Basse",,48.4510999,7.5476001,,,0,12505,,
733R,733R,"Rue Basse",,48.4510999,7.5473001,,,0,12505,,
12512,12512,"Aire de jeux",,48.7007491413,7.64890010885,,,1,,,
118A,118A,"Aire de jeux",,48.7005999,7.6492,,,0,12512,,
118R,118R,"Aire de jeux",,48.7008999,7.6486,,,0,12512,,
12516,12516,"Place Royale Bugatti",,48.5312999,7.4922,,,1,,,
5115A,5115A,"Place Royale Bugatti",,48.5312999,7.4922,,,0,12516,,
5115R,5115R,"Place Royale Bugatti",,48.5312999,7.4922,,,0,12516,,
12530,12530,"Ehnwihr",,48.2697999,7.51905,,,1,,,
2174A,2174A,"Ehnwihr",,48.2696999,7.5192,,,0,12530,,
2174R,2174R,"Ehnwihr",,48.2698999,7.5189,,,0,12530,,
12533,12533,"MUTTERSHOLTZ_R_Wittisheim",,48.2671074,7.5399762,,,1,,,
2177A,2177A,"Rue de Wittisheim",,48.2670999,7.54,,,0,12533,,
2177R,2177R,"Rue de Wittisheim",,48.2670998,7.5399,,,0,12533,,
12548,12548,"Pont de l'Ehn",,48.44869985505,7.51505013655,,,1,,,
735A,735A,"Pont de l'Ehn",,48.4486999,7.5152,,,0,12548,,
735R,735R,"Pont de l'Ehn",,48.4486999,7.5149,,,0,12548,,
12549,12549,"Niedernai Kreisverkehr CTS ''Vis-à-Vis Bus''",,48.4531999,7.5172418,,,1,,,
736A,736A,"Route d'Erstein",,48.4530999,7.5173,,,0,12549,,
736R,736R,"Route d'Erstein",,48.4531999,7.5174,,,0,12549,,
12560,12560,"Eglise",,48.44900038915,7.6739001509,,,1,,,
813A,813A,"Eglise",,48.4491999,7.6737001,,,0,12560,,
813R,813R,"Eglise",,48.4487999,7.6741001,,,0,12560,,
12565,12565,"Au Boeuf",,48.3604498629,7.6898503045,,,1,,,
815A,815A,"Au Boeuf",,48.3604999,7.69,,,0,12565,,
815R,815R,"Au Boeuf",,48.3603999,7.6897001,,,0,12565,,
12566,12566,"Cimetière",,48.3166996291,7.7084999952,,,1,,,
5697A,5697A,"Cimetière",,48.3166999,7.7083001,,,0,12566,,
5697R,5697R,"Cimetière",,48.3166999,7.7087,,,0,12566,,
12585,12585,"Alt Mehl",,48.4688692835,7.4659105339,,,1,,,
737A,737A,"Alt Mehl",,48.4687999,7.4658,,,0,12585,,
737R,737R,"Alt Mehl",,48.4688999,7.466,,,0,12585,,
12586,12586,"Selhof - Centre",,48.463729860175,7.480238705675,,,1,,,
741A,741A,"Selhof-Centre",,48.4635999,7.4803001,,,0,12586,,
741R,741R,"Selhof-Centre",,48.4638999,7.4797001,,,0,12586,,
12589,12589,"Gare - Paul Emile Victor",,48.4611016,7.4890696,,,1,,,
745A,745A,"Gare - Paul Emile Victor",,48.4609999,7.489,,,0,12589,,
745R,745R,"Gare - Paul Emile Victor",,48.4611999,7.4890001,,,0,12589,,
12596,12596,"Muhlbach",,48.5867774,7.6553593,,,1,,,
565A,565A,"Muhlbach",,48.5865999,7.655,,,0,12596,,
565R,565R,"Muhlbach",,48.5868999,7.6557001,,,0,12596,,
12603,12603,"Chapelle",,48.6011007635,7.4858999495,,,1,,,
402A,402A,"Chapelle",,48.6010999,7.4859,,,0,12603,,
402R,402R,"Chapelle",,48.6010999,7.4859,,,0,12603,,
12604,12604,"Château",,48.6013994714,7.4897996792,,,1,,,
403A,403A,"Château",,48.6013999,7.4898,,,0,12604,,
403R,403R,"Château",,48.6013999,7.4898,,,0,12604,,
12618,12618,"Château Haut-Koenigsbourg",,48.2497008475,7.3462005183,,,1,,,
2187A,2187A,"Château Haut-Koenigsbourg",,48.2496999,7.3462001,,,0,12618,,
2187R,2187R,"Château Haut-Koenigsbourg",,48.2496999,7.3462001,,,0,12618,,
12619,12619,"Le Tilleul",,48.58674922595,7.55709997345,,,1,,,
569A,569A,"Le Tilleul",,48.5866999,7.5571,,,0,12619,,
569R,569R,"Le Tilleul",,48.5867999,7.5571001,,,0,12619,,
12620,12620,"Les Vignes",,48.5864994924,7.5526000816,,,1,,,
567R,567R,"Les Vignes",,48.5864999,7.5526001,,,0,12620,,
12624,12624,"RD1004",,48.72374983535,7.3733499227,,,1,,,
5610A,5610A,"RD1004",,48.7236999,7.3734001,,,0,12624,,
5610R,5610R,"RD1004",,48.7237999,7.3733,,,0,12624,,
12626,12626,"KLINGENTHAL - Dreistein",,48.4646998,7.4132,,,1,,,
191A,191A,"KLINGENTHAL - Dreistein",,48.4646998,7.4132,,,0,12626,,
191R,191R,"KLINGENTHAL - Dreistein",,48.4646998,7.4132,,,0,12626,,
12627,12627,"KLINGENTHAL - Armes Blanches",,48.4687502107,7.411999895,,,1,,,
724A,724A,"KLINGENTHAL - Armes Blanches",,48.4686999,7.4119001,,,0,12627,,
724R,724R,"KLINGENTHAL - Armes Blanches",,48.4687999,7.4121,,,0,12627,,
12629,12629,"KLINGENTHAL - Rue des sapins",,48.46669974105,7.3940502371,,,1,,,
192A,192A,"KLINGENTHAL - Rue des sapins",,48.4665999,7.3941,,,0,12629,,
192R,192R,"KLINGENTHAL - Rue des sapins",,48.4667999,7.394,,,0,12629,,
12635,12635,"Pont de l'Ehn",,48.46164996315,7.43144971775,,,1,,,
748A,748A,"Pont de l'Ehn",,48.4615999,7.4317,,,0,12635,,
748R,748R,"Pont de l'Ehn",,48.4616999,7.4312001,,,0,12635,,
12636,12636,"Rue de Saint-Nabor",,48.45255024005,7.42580014195,,,1,,,
749A,749A,"Rue de Saint-Nabor",,48.4524999,7.4256,,,0,12636,,
749R,749R,"Rue de Saint-Nabor",,48.4525999,7.4260001,,,0,12636,,
12645,12645,"Centre",,48.66085018785,7.6425001556,,,1,,,
5693A,5693A,"Pfettisheim - Houblon",,48.6607998,7.6424001,,,0,12645,,
5693R,5693R,"Pfettisheim - Houblon",,48.6608999,7.6426,,,0,12645,,
12646,12646,"Stade",,48.53050005635,7.56745008995,,,1,,,
628A,628A,"Stade",,48.5303999,7.5676001,,,0,12646,,
